PetId,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll
4497,2016-05-03,,Dog,Mixed Breed,1 year old
4498,2018-11-02,,Dog,Golden Retriever,8 weeks to 12 months old
4499,2013-06-12,2018-10-01,Dog,Mixed Breed,2 years old
4500,2017-02-11,2017-04-28,Cat,Mixed Breed,1 year old
4501,2019-03-17,,Cat,Mixed Breed,3 years old
4502,2017-12-12,,Dog,Golden Retriever,8 weeks to 12 months old
4503,2016-09-02,2018-11-20,Dog,Mixed Breed,2 years old
4504,2016-11-24,2017-09-26,Dog,Mixed Breed,1 year old
4505,2014-05-30,,Dog,Mixed Breed,8 weeks to 12 months old
4506,2016-05-30,2017-07-13,Dog,Mixed Breed,8 years old
4507,2019-08-29,,Dog,French Bulldog,8 weeks to 12 months old
4508,2019-05-02,,Cat,Mixed Breed,3 years old
4509,2013-12-15,,Cat,Mixed Breed,1 year old
4510,2016-01-26,,Dog,Mixed Breed,5 years old
4511,2019-03-31,,Cat,Mixed Breed,8 weeks to 12 months old
4512,2011-04-24,,Dog,Mixed Breed,8 weeks to 12 months old
4513,2015-05-22,2016-10-26,Dog,Mixed Breed,8 weeks to 12 months old
4514,2015-06-30,2017-08-18,Dog,Chihuahua,8 weeks to 12 months old
4515,2012-12-12,2013-02-07,Cat,Mixed Breed,8 weeks to 12 months old
4516,2016-01-11,2017-05-02,Dog,Mixed Breed,8 weeks to 12 months old
4517,2014-12-16,2015-03-19,Cat,Mixed Breed,13 years old
4518,2015-04-15,,Cat,Mixed Breed,2 years old
4519,2013-06-17,2015-12-23,Dog,Mixed Breed,6 years old
4520,2013-08-06,2013-10-01,Dog,Golden Retriever,3 years old
4521,2018-07-30,2019-11-10,Cat,Mixed Breed,8 weeks to 12 months old
4522,2011-01-31,,Dog,Mixed Breed,5 years old
4523,2017-06-09,2019-02-05,Cat,Mixed Breed,8 weeks to 12 months old
4524,2018-10-08,,Dog,Golden Retriever,8 weeks to 12 months old
4525,2017-05-15,,Cat,Mixed Breed,1 year old
4526,2012-10-30,2013-01-04,Dog,Mixed Breed,8 weeks to 12 months old
4527,2016-05-16,2016-07-02,Cat,Mixed Breed,8 weeks to 12 months old
4528,2014-08-20,2015-07-28,Dog,Mixed Breed,4 years old
4529,2018-11-30,,Dog,French Bulldog,8 weeks to 12 months old
4530,2016-01-27,2019-04-29,Dog,Chihuahua,1 year old
4531,2019-02-06,,Dog,Golden Retriever,8 weeks to 12 months old
4532,2013-04-02,2014-11-27,Cat,Mixed Breed,8 weeks to 12 months old
4533,2015-06-10,,Dog,Golden Retriever,8 weeks to 12 months old
4534,2015-08-19,,Dog,Golden Retriever,8 weeks to 12 months old
4535,2013-08-10,,Cat,Mixed Breed,8 weeks to 12 months old
4536,2019-09-09,,Cat,Mixed Breed,3 years old
4537,2010-10-23,2010-11-10,Dog,Chihuahua,5 years old
4538,2011-08-02,,Dog,Mixed Breed,8 weeks to 12 months old
4539,2018-03-31,,Dog,Great Dane,1 year old
4540,2015-05-29,2015-09-29,Dog,Mixed Breed,2 years old
4541,2019-08-16,,Cat,Mixed Breed,3 years old
4542,2014-06-27,,Dog,Mixed Breed,7 years old
4543,2014-04-01,2014-09-26,Dog,Chihuahua,9 years old
4544,2016-05-20,2019-11-22,Cat,Mixed Breed,4 years old
4545,2013-02-02,,Dog,Mixed Breed,8 weeks to 12 months old
4546,2019-07-18,,Cat,Mixed Breed,8 weeks to 12 months old
4547,2012-06-15,2018-04-16,Dog,Mixed Breed,8 years old
4548,2012-03-01,2012-10-23,Cat,Mixed Breed,8 weeks to 12 months old
4549,2014-06-21,,Dog,Mixed Breed,8 weeks to 12 months old
4550,2013-12-01,,Dog,Golden Retriever,8 weeks to 12 months old
4551,2015-08-08,2015-11-15,Dog,Mixed Breed,8 weeks to 12 months old
4552,2016-08-25,,Dog,Mixed Breed,1 year old
4553,2015-12-11,2016-01-10,Dog,Mixed Breed,8 weeks to 12 months old
4554,2011-11-07,2013-01-23,Cat,Mixed Breed,8 years old
4555,2019-09-16,,Cat,Mixed Breed,1 year old
4556,2019-10-24,,Cat,Mixed Breed,12 years old
4557,2014-08-21,,Dog,Mixed Breed,8 weeks to 12 months old
4558,2010-06-14,2016-08-01,Dog,Mixed Breed,1 year old
4559,2013-11-10,,Cat,Mixed Breed,1 year old
4560,2011-02-14,,Dog,Mixed Breed,8 weeks to 12 months old
4561,2014-07-14,,Dog,Mixed Breed,8 weeks to 12 months old
4562,2018-07-31,,Dog,French Bulldog,8 weeks to 12 months old
4563,2011-12-21,2016-03-09,Cat,Mixed Breed,8 weeks to 12 months old
4564,2015-05-22,,Dog,Chihuahua,3 years old
4565,2013-04-21,2017-02-14,Cat,Mixed Breed,5 years old
4566,2010-06-01,2013-12-24,Cat,Mixed Breed,5 years old
4567,2014-11-21,2016-11-20,Dog,Mixed Breed,8 years old
4568,2015-01-30,,Dog,Mixed Breed,2 years old
4569,2017-07-14,2019-05-27,Dog,Golden Retriever,8 weeks to 12 months old
4570,2016-07-05,2016-09-15,Dog,Mixed Breed,9 years old
4571,2016-12-31,2017-04-05,Dog,Chihuahua,8 weeks to 12 months old
4572,2018-01-08,,Dog,Golden Retriever,8 weeks to 12 months old
4573,2010-01-05,2019-10-10,Dog,Golden Retriever,8 weeks to 12 months old
4574,2012-07-26,2015-09-17,Cat,Mixed Breed,6 years old
4575,2012-03-09,,Cat,Mixed Breed,2 years old
4576,2015-11-26,,Cat,Mixed Breed,3 years old
4577,2018-10-14,,Cat,Mixed Breed,1 year old
4578,2010-05-29,2010-05-31,Dog,Chihuahua,8 weeks to 12 months old
4579,2016-10-29,,Dog,Mixed Breed,8 weeks to 12 months old
4580,2019-05-03,,Dog,Chihuahua,0-7 weeks old
4581,2014-01-02,,Dog,Mixed Breed,2 years old
4582,2016-12-03,,Dog,Great Dane,8 weeks to 12 months old
4583,2017-04-20,,Cat,Mixed Breed,8 weeks to 12 months old
4584,2019-03-16,,Cat,Mixed Breed,8 weeks to 12 months old
4585,2015-07-02,,Dog,Mixed Breed,8 weeks to 12 months old
4586,2012-10-29,2014-03-04,Cat,Mixed Breed,3 years old
4587,2015-06-24,,Dog,Golden Retriever,1 year old
4588,2015-09-10,2017-05-09,Cat,Mixed Breed,3 years old
4589,2015-07-26,2019-10-28,Dog,Mixed Breed,8 weeks to 12 months old
4590,2012-08-17,,Dog,Golden Retriever,1 year old
4591,2012-10-31,2017-12-24,Dog,Great Dane,8 weeks to 12 months old
4592,2015-11-24,2016-11-24,Dog,Mixed Breed,8 weeks to 12 months old
4593,2019-10-11,,Cat,Mixed Breed,8 weeks to 12 months old
4594,2013-08-23,,Dog,Mixed Breed,8 weeks to 12 months old
4595,2013-02-20,2016-03-14,Cat,Ragdoll,8 weeks to 12 months old
4596,2016-12-21,2019-07-16,Dog,Mixed Breed,9 years old
4597,2016-01-24,,Dog,Mixed Breed,4 years old
4598,2015-04-28,,Dog,Mixed Breed,5 years old
4599,2010-03-08,,Dog,Mixed Breed,1 year old
4600,2019-06-13,,Cat,Mixed Breed,6 years old
4601,2011-05-16,2018-04-20,Cat,Mixed Breed,13 years old
4602,2017-10-07,,Dog,Mixed Breed,8 weeks to 12 months old
4603,2016-04-25,2018-05-18,Dog,French Bulldog,8 weeks to 12 months old
4604,2015-09-06,,Dog,Golden Retriever,8 weeks to 12 months old
4605,2018-01-15,,Cat,Mixed Breed,8 weeks to 12 months old
4606,2010-05-21,,Cat,Mixed Breed,2 years old
4607,2016-01-26,,Dog,Mixed Breed,8 weeks to 12 months old
4608,2019-10-18,,Cat,Ragdoll,0-7 weeks old
4609,2013-09-06,,Dog,Mixed Breed,8 weeks to 12 months old
4610,2015-07-24,2015-08-06,Cat,Mixed Breed,9 years old
4611,2018-05-15,,Cat,Mixed Breed,5 years old
4612,2018-07-18,2018-10-04,Cat,Mixed Breed,8 weeks to 12 months old
4613,2014-07-16,,Cat,Mixed Breed,8 weeks to 12 months old
4614,2018-12-16,,Cat,Mixed Breed,8 weeks to 12 months old
4615,2011-12-25,,Dog,Golden Retriever,8 weeks to 12 months old
4616,2018-05-19,2018-05-19,Cat,Mixed Breed,8 weeks to 12 months old
4617,2017-12-11,2018-01-05,Cat,Mixed Breed,4 years old
4618,2019-08-31,,Cat,Mixed Breed,8 weeks to 12 months old
4619,2015-05-18,2018-09-12,Dog,Mixed Breed,8 weeks to 12 months old
4620,2018-01-22,,Dog,French Bulldog,8 weeks to 12 months old
4621,2013-09-26,2014-03-12,Dog,Mixed Breed,8 weeks to 12 months old
4622,2013-04-08,,Dog,Mixed Breed,8 weeks to 12 months old
4623,2019-04-16,,Cat,Mixed Breed,8 weeks to 12 months old
4624,2019-11-01,,Cat,Mixed Breed,1 year old
4625,2017-09-12,2018-09-12,Cat,Mixed Breed,8 weeks to 12 months old
4626,2013-08-15,,Dog,Mixed Breed,3 years old
4627,2018-10-04,,Cat,Mixed Breed,0-7 weeks old
4628,2018-11-19,,Dog,Mixed Breed,8 weeks to 12 months old
4629,2019-06-24,,Dog,Mixed Breed,8 weeks to 12 months old
4630,2019-04-16,,Dog,Golden Retriever,8 weeks to 12 months old
4631,2012-08-10,2013-01-21,Dog,Mixed Breed,8 weeks to 12 months old
4632,2019-11-18,,Dog,French Bulldog,8 weeks to 12 months old
4633,2016-06-01,2019-03-06,Dog,Mixed Breed,8 weeks to 12 months old
4634,2015-03-09,2016-06-14,Cat,Mixed Breed,8 weeks to 12 months old
4635,2011-11-23,2013-06-26,Dog,Mixed Breed,7 years old
4636,2016-05-25,,Cat,Mixed Breed,4 years old
4637,2016-01-27,,Dog,Mixed Breed,6 years old
4638,2016-05-28,,Dog,Mixed Breed,8 weeks to 12 months old
4639,2019-09-13,,Cat,Mixed Breed,8 weeks to 12 months old
4640,2018-07-19,,Cat,Mixed Breed,8 weeks to 12 months old
4641,2011-08-05,2016-12-03,Cat,Mixed Breed,8 weeks to 12 months old
4642,2017-02-18,,Cat,Mixed Breed,4 years old
4643,2016-06-13,2018-06-18,Cat,Mixed Breed,4 years old
4644,2018-03-19,2018-07-20,Cat,Mixed Breed,2 years old
4645,2013-05-14,2014-07-21,Dog,Mixed Breed,8 weeks to 12 months old
4646,2018-06-30,,Cat,Mixed Breed,8 weeks to 12 months old
4647,2013-07-22,,Dog,Golden Retriever,8 weeks to 12 months old
4648,2018-05-16,,Cat,Mixed Breed,8 weeks to 12 months old
4649,2016-01-15,2018-12-27,Cat,Mixed Breed,9 years old
4650,2017-12-04,2019-07-31,Cat,Mixed Breed,8 weeks to 12 months old
4651,2012-05-25,2015-08-26,Dog,Mixed Breed,4 years old
4652,2012-06-14,2019-02-06,Dog,Mixed Breed,7 years old
4653,2019-04-30,2019-05-09,Cat,Mixed Breed,1 year old
4654,2013-12-19,,Dog,Mixed Breed,8 years old
4655,2013-04-26,2014-04-30,Dog,Mixed Breed,4 years old
4656,2015-08-12,2016-08-18,Dog,Mixed Breed,6 years old
4657,2019-10-21,2019-10-21,Cat,Mixed Breed,7 years old
4658,2013-11-28,,Dog,Mixed Breed,1 year old
4659,2014-05-12,2014-07-01,Cat,Mixed Breed,8 weeks to 12 months old
4660,2018-09-19,,Cat,Mixed Breed,2 years old
4661,2015-12-26,2016-03-05,Dog,Chihuahua,4 years old
4662,2016-06-02,,Cat,Mixed Breed,5 years old
4663,2017-01-17,2017-10-20,Cat,Mixed Breed,5 years old
4664,2013-10-18,,Cat,Mixed Breed,8 weeks to 12 months old
4665,2012-09-15,2012-09-15,Cat,Mixed Breed,2 years old
4666,2013-02-01,2013-02-28,Dog,Chihuahua,8 weeks to 12 months old
4667,2018-09-23,,Cat,Mixed Breed,8 weeks to 12 months old
4668,2018-12-29,,Dog,Golden Retriever,8 weeks to 12 months old
4669,2012-07-06,2016-08-16,Cat,Mixed Breed,11 years old
4670,2015-07-28,,Cat,Mixed Breed,3 years old
4671,2010-06-05,,Dog,Mixed Breed,8 weeks to 12 months old
4672,2012-10-10,,Dog,Mixed Breed,8 weeks to 12 months old
4673,2018-04-26,2018-05-19,Cat,Mixed Breed,8 weeks to 12 months old
4674,2011-02-13,,Cat,Mixed Breed,3 years old
4675,2019-11-20,,Dog,Mixed Breed,11 years old
4676,2017-04-25,,Cat,Mixed Breed,1 year old
4677,2011-12-05,,Dog,Mixed Breed,8 weeks to 12 months old
4678,2017-12-23,,Dog,Chihuahua,10 years old
4679,2015-04-24,,Dog,Mixed Breed,2 years old
4680,2018-03-13,2018-06-14,Cat,Mixed Breed,10 years old
4681,2019-07-27,,Cat,Mixed Breed,1 year old
4682,2014-02-19,2014-05-02,Dog,Mixed Breed,8 weeks to 12 months old
4683,2016-07-08,,Cat,Mixed Breed,2 years old
4684,2012-07-12,2012-12-14,Dog,Chihuahua,4 years old
4685,2014-06-28,,Dog,Mixed Breed,1 year old
4686,2017-12-09,,Dog,Mixed Breed,8 weeks to 12 months old
4687,2012-01-02,2015-02-26,Dog,Mixed Breed,9 years old
4688,2015-06-30,2016-09-30,Cat,Mixed Breed,1 year old
4689,2017-02-16,2017-03-08,Cat,Mixed Breed,3 years old
4690,2014-10-18,2014-10-27,Dog,Mixed Breed,5 years old
4691,2012-05-13,,Dog,Chihuahua,8 weeks to 12 months old
4692,2012-05-03,2012-11-14,Dog,French Bulldog,3 years old
4693,2014-05-09,,Dog,Mixed Breed,8 weeks to 12 months old
4694,2017-07-16,,Dog,Golden Retriever,8 weeks to 12 months old
4695,2017-06-24,2017-12-28,Cat,Mixed Breed,8 weeks to 12 months old
4696,2011-09-28,2013-10-09,Dog,Mixed Breed,1 year old
4697,2015-12-25,2016-10-05,Dog,Chihuahua,8 years old
4698,2018-05-16,2018-06-14,Cat,Mixed Breed,12 years old
4699,2014-09-29,,Dog,Mixed Breed,4 years old
4700,2016-09-07,2017-07-18,Cat,Mixed Breed,11 years old
4701,2014-09-23,2017-01-12,Dog,Golden Retriever,4 years old
4702,2013-12-24,2014-12-16,Cat,Mixed Breed,7 years old
4703,2011-04-20,2013-02-08,Dog,Mixed Breed,8 weeks to 12 months old
4704,2014-01-03,2015-01-30,Dog,Mixed Breed,8 weeks to 12 months old
4705,2018-03-23,,Cat,Mixed Breed,2 years old
4706,2016-09-24,2017-01-09,Dog,Mixed Breed,8 weeks to 12 months old
4707,2016-09-05,,Cat,Mixed Breed,2 years old
4708,2019-07-30,,Dog,Chihuahua,4 years old
4709,2015-09-10,,Dog,Mixed Breed,8 weeks to 12 months old
4710,2016-02-19,,Cat,Mixed Breed,1 year old
4711,2012-03-08,,Dog,Golden Retriever,8 weeks to 12 months old
4712,2013-07-26,,Dog,Mixed Breed,7 years old
4713,2018-07-11,,Cat,Mixed Breed,8 weeks to 12 months old
4714,2013-07-11,,Dog,Golden Retriever,8 weeks to 12 months old
4715,2018-01-30,,Cat,Mixed Breed,8 weeks to 12 months old
4716,2013-05-21,2015-02-27,Cat,Mixed Breed,8 weeks to 12 months old
4717,2016-11-15,2017-11-09,Dog,Mixed Breed,4 years old
4718,2017-11-20,,Dog,Golden Retriever,8 weeks to 12 months old
4719,2015-08-29,,Cat,Mixed Breed,1 year old
4720,2017-02-14,2018-03-29,Cat,Mixed Breed,4 years old
4721,2011-06-10,2015-02-28,Dog,Mixed Breed,8 weeks to 12 months old
4722,2019-08-02,2019-10-08,Cat,Mixed Breed,8 weeks to 12 months old
4723,2017-07-12,2018-07-05,Cat,Mixed Breed,8 weeks to 12 months old
4724,2015-11-19,2018-12-14,Cat,Mixed Breed,10 years old
4725,2013-02-19,2013-06-27,Dog,French Bulldog,5 years old
4726,2014-02-14,,Cat,Mixed Breed,13 years old
4727,2016-02-16,,Dog,Mixed Breed,8 weeks to 12 months old
4728,2017-10-03,,Dog,French Bulldog,8 weeks to 12 months old
4729,2016-10-16,2017-04-18,Dog,French Bulldog,8 weeks to 12 months old
4730,2012-12-10,2013-11-25,Dog,Mixed Breed,8 weeks to 12 months old
4731,2019-09-30,,Cat,Mixed Breed,2 years old
4732,2016-07-14,2018-06-06,Dog,Mixed Breed,3 years old
4733,2016-11-08,,Dog,Mixed Breed,1 year old
4734,2013-12-31,2017-01-04,Dog,Mixed Breed,8 weeks to 12 months old
4735,2016-07-16,,Dog,Golden Retriever,2 years old
4736,2016-11-21,,Cat,Mixed Breed,10 years old
4737,2010-01-04,2010-03-24,Dog,Chihuahua,8 weeks to 12 months old
4738,2018-06-02,,Dog,Great Dane,8 weeks to 12 months old
4739,2013-11-12,2019-03-26,Cat,Mixed Breed,8 weeks to 12 months old
4740,2013-09-16,2016-08-11,Cat,Mixed Breed,12 years old
4741,2018-12-06,,Dog,Mixed Breed,8 weeks to 12 months old
4742,2018-10-02,2019-03-14,Cat,Mixed Breed,5 years old
4743,2018-04-28,2018-05-20,Cat,Mixed Breed,1 year old
4744,2018-01-01,2018-11-05,Dog,French Bulldog,8 weeks to 12 months old
4745,2016-04-04,2016-10-21,Dog,Mixed Breed,8 years old
4746,2016-12-03,,Dog,Mixed Breed,8 weeks to 12 months old
4747,2012-03-12,2019-08-10,Dog,Golden Retriever,1 year old
4748,2015-09-13,,Dog,Mixed Breed,8 weeks to 12 months old
4749,2019-10-04,,Dog,Chihuahua,1 year old
4750,2017-11-20,2018-02-16,Dog,Golden Retriever,3 years old
4751,2018-05-28,2018-05-28,Cat,Mixed Breed,6 years old
4752,2013-10-25,,Dog,Mixed Breed,2 years old
4753,2015-07-07,2015-07-17,Cat,Mixed Breed,1 year old
4754,2019-06-15,,Cat,Mixed Breed,9 years old
4755,2013-09-09,,Dog,Mixed Breed,1 year old
4756,2018-03-04,,Dog,Golden Retriever,2 years old
4757,2015-07-03,,Dog,Mixed Breed,5 years old
4758,2010-08-31,2011-06-29,Dog,Mixed Breed,8 weeks to 12 months old
4759,2015-04-22,2015-07-17,Cat,Mixed Breed,8 weeks to 12 months old
4760,2014-08-29,,Dog,Golden Retriever,8 weeks to 12 months old
4761,2012-03-17,2012-12-12,Dog,Golden Retriever,10 years old
4762,2019-07-08,,Dog,Mixed Breed,8 weeks to 12 months old
4763,2015-09-12,2015-10-27,Dog,Mixed Breed,8 weeks to 12 months old
4764,2016-07-12,2017-09-01,Cat,Mixed Breed,5 years old
4765,2016-11-20,2017-08-23,Cat,Mixed Breed,3 years old
4766,2012-10-23,2014-07-28,Cat,Mixed Breed,8 weeks to 12 months old
4767,2014-01-11,2018-01-15,Cat,Mixed Breed,5 years old
4768,2016-11-22,,Dog,Mixed Breed,1 year old
4769,2016-12-09,,Cat,Mixed Breed,8 weeks to 12 months old
4770,2010-04-01,2016-06-25,Dog,Mixed Breed,8 weeks to 12 months old
4771,2019-07-03,,Dog,French Bulldog,8 weeks to 12 months old
4772,2016-03-10,2016-06-07,Dog,Mixed Breed,8 weeks to 12 months old
4773,2015-02-05,2015-04-08,Dog,Mixed Breed,8 weeks to 12 months old
4774,2018-03-16,2018-09-13,Dog,Mixed Breed,7 years old
4775,2017-09-03,2017-09-03,Dog,Chihuahua,8 weeks to 12 months old
4776,2012-06-23,2013-05-20,Dog,Chihuahua,7 years old
4777,2019-03-19,,Dog,Chihuahua,8 weeks to 12 months old
4778,2013-07-19,2015-08-14,Cat,Mixed Breed,11 years old
4779,2015-02-21,,Dog,Mixed Breed,1 year old
4780,2018-02-26,,Cat,Mixed Breed,8 weeks to 12 months old
4781,2016-11-18,,Cat,Mixed Breed,2 years old
4782,2011-03-08,,Dog,Mixed Breed,8 weeks to 12 months old
4783,2016-08-29,2016-12-16,Cat,Mixed Breed,8 weeks to 12 months old
4784,2015-11-23,2018-09-17,Cat,Mixed Breed,2 years old
4785,2014-05-18,2014-09-19,Cat,Mixed Breed,8 weeks to 12 months old
4786,2018-08-15,,Cat,Mixed Breed,8 weeks to 12 months old
4787,2015-12-23,2017-12-06,Cat,Mixed Breed,12 years old
4788,2014-08-08,2017-05-17,Cat,Mixed Breed,8 weeks to 12 months old
4789,2017-05-26,,Dog,Golden Retriever,1 year old
4790,2010-01-06,2011-05-19,Cat,Mixed Breed,8 weeks to 12 months old
4791,2018-12-01,2019-10-05,Cat,Mixed Breed,8 weeks to 12 months old
4792,2015-10-29,2019-01-21,Dog,Great Dane,8 weeks to 12 months old
4793,2019-04-13,,Dog,Chihuahua,12 years old
4794,2019-06-09,,Dog,Golden Retriever,8 weeks to 12 months old
4795,2015-10-20,,Dog,Mixed Breed,8 weeks to 12 months old
4796,2013-12-30,,Dog,Mixed Breed,8 weeks to 12 months old
4797,2018-04-11,2019-03-07,Dog,French Bulldog,8 weeks to 12 months old
4798,2015-02-14,,Dog,Mixed Breed,8 weeks to 12 months old
4799,2011-01-17,,Dog,Golden Retriever,8 weeks to 12 months old
4800,2013-12-31,,Dog,Golden Retriever,8 weeks to 12 months old
4801,2011-07-01,,Dog,Mixed Breed,8 weeks to 12 months old
4802,2014-12-01,2016-02-13,Dog,Mixed Breed,7 years old
4803,2016-08-16,2019-11-04,Dog,Mixed Breed,8 years old
4804,2011-02-28,2012-10-24,Dog,Mixed Breed,8 weeks to 12 months old
4805,2016-08-16,,Dog,Mixed Breed,1 year old
4806,2018-12-05,2019-02-21,Cat,Mixed Breed,8 weeks to 12 months old
4807,2017-12-11,2019-08-23,Dog,Golden Retriever,5 years old
4808,2013-09-30,,Cat,Mixed Breed,2 years old
4809,2019-11-08,,Cat,Mixed Breed,1 year old
4810,2015-02-21,2017-03-24,Dog,Mixed Breed,1 year old
4811,2011-12-24,,Dog,Mixed Breed,8 weeks to 12 months old
4812,2014-09-18,,Cat,Mixed Breed,8 weeks to 12 months old
4813,2010-09-30,2010-11-12,Cat,Mixed Breed,13 years old
4814,2012-09-03,,Dog,Mixed Breed,1 year old
4815,2014-08-17,2018-02-08,Cat,Mixed Breed,2 years old
4816,2013-02-21,2014-10-15,Cat,Mixed Breed,10 years old
4817,2011-10-31,2013-06-29,Dog,Mixed Breed,8 weeks to 12 months old
4818,2014-02-15,2017-08-23,Dog,Mixed Breed,12 years old
4819,2014-08-15,,Dog,Mixed Breed,5 years old
4820,2013-06-20,,Dog,Mixed Breed,1 year old
4821,2018-11-08,,Dog,Chihuahua,7 years old
4822,2016-09-19,,Dog,Mixed Breed,8 weeks to 12 months old
4823,2014-12-16,,Cat,Mixed Breed,1 year old
4824,2016-08-16,,Cat,Mixed Breed,8 weeks to 12 months old
4825,2019-07-25,,Dog,French Bulldog,1 year old
4826,2014-12-01,,Dog,Mixed Breed,8 weeks to 12 months old
4827,2014-09-20,,Dog,Chihuahua,8 weeks to 12 months old
4828,2019-06-29,,Cat,Mixed Breed,2 years old
4829,2018-10-31,,Cat,Mixed Breed,9 years old
4830,2015-04-13,,Dog,Mixed Breed,4 years old
4831,2018-01-15,,Dog,Chihuahua,8 weeks to 12 months old
4832,2013-12-05,2019-04-26,Dog,Mixed Breed,1 year old
4833,2015-09-21,2018-01-04,Dog,Mixed Breed,8 weeks to 12 months old
4834,2012-09-16,2013-08-20,Dog,Mixed Breed,5 years old
4835,2013-10-02,2016-03-18,Cat,Mixed Breed,1 year old
4836,2018-04-27,,Cat,Mixed Breed,8 years old
4837,2014-07-09,,Dog,Mixed Breed,8 weeks to 12 months old
4838,2010-09-01,,Dog,Mixed Breed,8 weeks to 12 months old
4839,2013-06-15,,Cat,Mixed Breed,8 weeks to 12 months old
4840,2015-06-05,,Dog,Mixed Breed,1 year old
4841,2015-04-19,,Dog,Mixed Breed,1 year old
4842,2018-10-18,,Cat,Mixed Breed,6 years old
4843,2016-03-02,2016-10-11,Dog,Mixed Breed,8 weeks to 12 months old
4844,2014-08-18,2015-09-04,Dog,Mixed Breed,1 year old
4845,2018-08-09,2018-10-10,Cat,Mixed Breed,1 year old
4846,2015-06-13,2018-11-10,Dog,Mixed Breed,9 years old
4847,2018-05-14,,Cat,Mixed Breed,8 weeks to 12 months old
4848,2013-07-24,2014-11-18,Cat,Mixed Breed,8 weeks to 12 months old
4849,2018-03-19,2019-09-22,Cat,Mixed Breed,2 years old
4850,2017-07-12,,Cat,Ragdoll,8 weeks to 12 months old
4851,2014-02-13,,Dog,Mixed Breed,8 weeks to 12 months old
4852,2018-09-17,,Cat,Mixed Breed,8 weeks to 12 months old
4853,2018-09-18,2018-11-30,Cat,Mixed Breed,8 weeks to 12 months old
4854,2016-02-09,2017-04-10,Dog,Mixed Breed,6 years old
4855,2011-07-12,,Dog,Mixed Breed,8 weeks to 12 months old
4856,2011-02-23,2019-09-21,Cat,Mixed Breed,8 weeks to 12 months old
4857,2017-03-04,2017-04-18,Dog,Chihuahua,8 weeks to 12 months old
4858,2014-03-25,,Dog,Mixed Breed,8 weeks to 12 months old
4859,2015-10-13,,Dog,Mixed Breed,8 weeks to 12 months old
4860,2011-11-24,2014-05-28,Dog,Mixed Breed,3 years old
4861,2013-08-02,,Dog,Mixed Breed,3 years old
4862,2018-07-11,,Dog,Chihuahua,4 years old
4863,2013-12-03,2014-08-21,Cat,Mixed Breed,2 years old
4864,2019-10-01,,Dog,French Bulldog,8 weeks to 12 months old
4865,2014-03-22,,Dog,Mixed Breed,1 year old
4866,2013-07-27,,Dog,Golden Retriever,8 weeks to 12 months old
4867,2015-05-04,2015-12-25,Dog,Mixed Breed,8 weeks to 12 months old
4868,2015-01-19,,Dog,Mixed Breed,2 years old
4869,2012-01-20,2012-05-26,Dog,Mixed Breed,8 weeks to 12 months old
4870,2019-07-31,2019-09-19,Cat,Mixed Breed,6 years old
4871,2012-06-18,,Dog,Mixed Breed,8 weeks to 12 months old
4872,2018-06-27,2019-02-15,Cat,Mixed Breed,8 weeks to 12 months old
4873,2016-08-25,,Cat,Mixed Breed,6 years old
4874,2012-05-06,,Dog,Mixed Breed,8 weeks to 12 months old
4875,2016-06-23,2018-05-17,Dog,Mixed Breed,8 years old
4876,2012-11-28,,Dog,Golden Retriever,8 weeks to 12 months old
4877,2012-07-26,,Dog,Mixed Breed,8 weeks to 12 months old
4878,2014-07-26,,Dog,Mixed Breed,2 years old
4879,2018-12-17,,Cat,Mixed Breed,10 years old
4880,2019-11-24,,Cat,Mixed Breed,1 year old
4881,2015-02-05,2015-06-06,Dog,Mixed Breed,4 years old
4882,2013-06-03,,Dog,Mixed Breed,8 weeks to 12 months old
4883,2011-10-08,2012-08-03,Dog,Mixed Breed,8 weeks to 12 months old
4884,2019-06-20,,Dog,Chihuahua,1 year old
4885,2013-12-24,2014-03-20,Cat,Mixed Breed,4 years old
4886,2013-03-20,2018-08-10,Dog,Mixed Breed,8 weeks to 12 months old
4887,2013-12-05,,Dog,French Bulldog,4 years old
4888,2013-08-19,2013-11-12,Cat,Mixed Breed,8 weeks to 12 months old
4889,2013-12-15,2014-03-10,Dog,Mixed Breed,6 years old
4890,2015-01-09,,Dog,Mixed Breed,3 years old
4891,2016-02-10,2016-04-12,Dog,Mixed Breed,4 years old
4892,2010-12-25,2010-12-29,Dog,Mixed Breed,8 weeks to 12 months old
4893,2016-08-22,,Dog,Mixed Breed,8 weeks to 12 months old
4894,2017-07-03,,Dog,Golden Retriever,2 years old
4895,2015-05-05,,Cat,Mixed Breed,8 weeks to 12 months old
4896,2017-11-27,,Dog,Chihuahua,2 years old
4897,2015-03-02,,Dog,Mixed Breed,8 weeks to 12 months old
4898,2017-02-03,,Dog,Chihuahua,8 weeks to 12 months old
4899,2015-11-30,,Dog,French Bulldog,8 weeks to 12 months old
4900,2017-04-28,,Dog,Golden Retriever,2 years old
4901,2014-02-03,2017-03-15,Cat,Mixed Breed,3 years old
4902,2012-12-21,2013-10-10,Dog,Mixed Breed,8 weeks to 12 months old
4903,2014-01-14,2016-10-03,Dog,Mixed Breed,12 years old
4904,2017-02-06,,Dog,Mixed Breed,8 weeks to 12 months old
4905,2012-01-14,2013-01-21,Cat,Mixed Breed,12 years old
4906,2010-02-26,,Dog,Mixed Breed,2 years old
